,model_name,overall_accuracy,sample_id,question,correct_answer,model_answer,is_correct
302,Qwen/Qwen2.5-3B,99.8,302,Is 283 > 409? Answer:,No,No,True
303,Qwen/Qwen2.5-3B,99.8,303,Is 825 > 646? Answer:,Yes,Yes,True
304,Qwen/Qwen2.5-3B,99.8,304,Is 380 > 146? Answer:,Yes,Yes,True
305,Qwen/Qwen2.5-3B,99.8,305,Is 666 > 399? Answer:,Yes,Yes,True
306,Qwen/Qwen2.5-3B,99.8,306,Is 753 > 989? Answer:,No,No,True
307,Qwen/Qwen2.5-3B,99.8,307,Is 205 > 993? Answer:,No,No,True
308,Qwen/Qwen2.5-3B,99.8,308,Is 687 > 391? Answer:,Yes,Yes,True
309,Qwen/Qwen2.5-3B,99.8,309,Is 590 > 551? Answer:,Yes,Yes,True
310,Qwen/Qwen2.5-3B,99.8,310,Is 288 > 152? Answer:,Yes,Yes,True
311,Qwen/Qwen2.5-3B,99.8,311,Is 982 > 589? Answer:,Yes,Yes,True
312,Qwen/Qwen2.5-3B,99.8,312,Is 941 > 166? Answer:,Yes,Yes,True
313,Qwen/Qwen2.5-3B,99.8,313,Is 603 > 175? Answer:,Yes,Yes,True
314,Qwen/Qwen2.5-3B,99.8,314,Is 255 > 252? Answer:,Yes,Yes,True
315,Qwen/Qwen2.5-3B,99.8,315,Is 187 > 354? Answer:,No,No,True
316,Qwen/Qwen2.5-3B,99.8,316,Is 671 > 882? Answer:,No,No,True
317,Qwen/Qwen2.5-3B,99.8,317,Is 720 > 710? Answer:,Yes,Yes,True
318,Qwen/Qwen2.5-3B,99.8,318,Is 894 > 635? Answer:,Yes,Yes,True
319,Qwen/Qwen2.5-3B,99.8,319,Is 561 > 553? Answer:,Yes,Yes,True
320,Qwen/Qwen2.5-3B,99.8,320,Is 980 > 702? Answer:,Yes,Yes,True
321,Qwen/Qwen2.5-3B,99.8,321,Is 412 > 682? Answer:,No,No,True
322,Qwen/Qwen2.5-3B,99.8,322,Is 724 > 857? Answer:,No,No,True
323,Qwen/Qwen2.5-3B,99.8,323,Is 881 > 312? Answer:,Yes,Yes,True
324,Qwen/Qwen2.5-3B,99.8,324,Is 370 > 776? Answer:,No,No,True
325,Qwen/Qwen2.5-3B,99.8,325,Is 260 > 345? Answer:,No,No,True
326,Qwen/Qwen2.5-3B,99.8,326,Is 665 > 176? Answer:,Yes,Yes,True
327,Qwen/Qwen2.5-3B,99.8,327,Is 102 > 518? Answer:,No,No,True
328,Qwen/Qwen2.5-3B,99.8,328,Is 805 > 708? Answer:,Yes,Yes,True
329,Qwen/Qwen2.5-3B,99.8,329,Is 398 > 133? Answer:,Yes,Yes,True
330,Qwen/Qwen2.5-3B,99.8,330,Is 395 > 823? Answer:,No,No,True
331,Qwen/Qwen2.5-3B,99.8,331,Is 819 > 980? Answer:,No,No,True
332,Qwen/Qwen2.5-3B,99.8,332,Is 172 > 803? Answer:,No,No,True
333,Qwen/Qwen2.5-3B,99.8,333,Is 370 > 906? Answer:,No,No,True
334,Qwen/Qwen2.5-3B,99.8,334,Is 535 > 217? Answer:,Yes,Yes,True
335,Qwen/Qwen2.5-3B,99.8,335,Is 763 > 252? Answer:,Yes,Yes,True
336,Qwen/Qwen2.5-3B,99.8,336,Is 946 > 245? Answer:,Yes,Yes,True
337,Qwen/Qwen2.5-3B,99.8,337,Is 161 > 269? Answer:,No,No,True
338,Qwen/Qwen2.5-3B,99.8,338,Is 709 > 866? Answer:,No,No,True
339,Qwen/Qwen2.5-3B,99.8,339,Is 549 > 227? Answer:,Yes,Yes,True
340,Qwen/Qwen2.5-3B,99.8,340,Is 805 > 411? Answer:,Yes,Yes,True
341,Qwen/Qwen2.5-3B,99.8,341,Is 378 > 612? Answer:,No,No,True
342,Qwen/Qwen2.5-3B,99.8,342,Is 548 > 182? Answer:,Yes,Yes,True
343,Qwen/Qwen2.5-3B,99.8,343,Is 542 > 852? Answer:,No,No,True
344,Qwen/Qwen2.5-3B,99.8,344,Is 718 > 356? Answer:,Yes,Yes,True
345,Qwen/Qwen2.5-3B,99.8,345,Is 193 > 334? Answer:,No,No,True
346,Qwen/Qwen2.5-3B,99.8,346,Is 883 > 788? Answer:,Yes,Yes,True
347,Qwen/Qwen2.5-3B,99.8,347,Is 690 > 141? Answer:,Yes,Yes,True
348,Qwen/Qwen2.5-3B,99.8,348,Is 581 > 631? Answer:,No,No,True
349,Qwen/Qwen2.5-3B,99.8,349,Is 384 > 285? Answer:,Yes,Yes,True
350,Qwen/Qwen2.5-3B,99.8,350,Is 750 > 933? Answer:,No,No,True
351,Qwen/Qwen2.5-3B,99.8,351,Is 193 > 581? Answer:,No,No,True
352,Qwen/Qwen2.5-3B,99.8,352,Is 518 > 441? Answer:,Yes,Yes,True
353,Qwen/Qwen2.5-3B,99.8,353,Is 786 > 207? Answer:,Yes,Yes,True
354,Qwen/Qwen2.5-3B,99.8,354,Is 437 > 521? Answer:,No,No,True
355,Qwen/Qwen2.5-3B,99.8,355,Is 395 > 778? Answer:,No,No,True
356,Qwen/Qwen2.5-3B,99.8,356,Is 933 > 878? Answer:,Yes,Yes,True
357,Qwen/Qwen2.5-3B,99.8,357,Is 565 > 190? Answer:,Yes,Yes,True
358,Qwen/Qwen2.5-3B,99.8,358,Is 358 > 431? Answer:,No,No,True
359,Qwen/Qwen2.5-3B,99.8,359,Is 891 > 513? Answer:,Yes,Yes,True
360,Qwen/Qwen2.5-3B,99.8,360,Is 773 > 990? Answer:,No,No,True
361,Qwen/Qwen2.5-3B,99.8,361,Is 523 > 155? Answer:,Yes,Yes,True
362,Qwen/Qwen2.5-3B,99.8,362,Is 630 > 470? Answer:,Yes,Yes,True
363,Qwen/Qwen2.5-3B,99.8,363,Is 740 > 552? Answer:,Yes,Yes,True
364,Qwen/Qwen2.5-3B,99.8,364,Is 308 > 373? Answer:,No,No,True
365,Qwen/Qwen2.5-3B,99.8,365,Is 394 > 548? Answer:,No,No,True
366,Qwen/Qwen2.5-3B,99.8,366,Is 224 > 129? Answer:,Yes,Yes,True
367,Qwen/Qwen2.5-3B,99.8,367,Is 826 > 262? Answer:,Yes,Yes,True
368,Qwen/Qwen2.5-3B,99.8,368,Is 664 > 114? Answer:,Yes,Yes,True
369,Qwen/Qwen2.5-3B,99.8,369,Is 195 > 330? Answer:,No,No,True
370,Qwen/Qwen2.5-3B,99.8,370,Is 572 > 220? Answer:,Yes,Yes,True
371,Qwen/Qwen2.5-3B,99.8,371,Is 610 > 833? Answer:,No,No,True
372,Qwen/Qwen2.5-3B,99.8,372,Is 621 > 822? Answer:,No,No,True
373,Qwen/Qwen2.5-3B,99.8,373,Is 525 > 954? Answer:,No,No,True
374,Qwen/Qwen2.5-3B,99.8,374,Is 583 > 349? Answer:,Yes,Yes,True
375,Qwen/Qwen2.5-3B,99.8,375,Is 664 > 248? Answer:,Yes,Yes,True
376,Qwen/Qwen2.5-3B,99.8,376,Is 295 > 713? Answer:,No,No,True
377,Qwen/Qwen2.5-3B,99.8,377,Is 984 > 171? Answer:,Yes,Yes,True
378,Qwen/Qwen2.5-3B,99.8,378,Is 891 > 908? Answer:,No,No,True
379,Qwen/Qwen2.5-3B,99.8,379,Is 448 > 906? Answer:,No,No,True
380,Qwen/Qwen2.5-3B,99.8,380,Is 940 > 102? Answer:,Yes,No,False
381,Qwen/Qwen2.5-3B,99.8,381,Is 843 > 405? Answer:,Yes,Yes,True
382,Qwen/Qwen2.5-3B,99.8,382,Is 986 > 252? Answer:,Yes,Yes,True
383,Qwen/Qwen2.5-3B,99.8,383,Is 651 > 595? Answer:,Yes,Yes,True
384,Qwen/Qwen2.5-3B,99.8,384,Is 440 > 665? Answer:,No,No,True
385,Qwen/Qwen2.5-3B,99.8,385,Is 566 > 429? Answer:,Yes,Yes,True
386,Qwen/Qwen2.5-3B,99.8,386,Is 814 > 344? Answer:,Yes,Yes,True
387,Qwen/Qwen2.5-3B,99.8,387,Is 339 > 976? Answer:,No,No,True
388,Qwen/Qwen2.5-3B,99.8,388,Is 144 > 425? Answer:,No,No,True
389,Qwen/Qwen2.5-3B,99.8,389,Is 822 > 930? Answer:,No,No,True
390,Qwen/Qwen2.5-3B,99.8,390,Is 495 > 779? Answer:,No,No,True
391,Qwen/Qwen2.5-3B,99.8,391,Is 607 > 137? Answer:,Yes,Yes,True
392,Qwen/Qwen2.5-3B,99.8,392,Is 614 > 704? Answer:,No,No,True
393,Qwen/Qwen2.5-3B,99.8,393,Is 990 > 202? Answer:,Yes,Yes,True
394,Qwen/Qwen2.5-3B,99.8,394,Is 202 > 638? Answer:,No,No,True
395,Qwen/Qwen2.5-3B,99.8,395,Is 115 > 839? Answer:,No,No,True
396,Qwen/Qwen2.5-3B,99.8,396,Is 519 > 991? Answer:,No,No,True
397,Qwen/Qwen2.5-3B,99.8,397,Is 176 > 580? Answer:,No,No,True
398,Qwen/Qwen2.5-3B,99.8,398,Is 446 > 738? Answer:,No,No,True
399,Qwen/Qwen2.5-3B,99.8,399,Is 765 > 182? Answer:,Yes,Yes,True
400,Qwen/Qwen2.5-3B,99.8,400,Is 972 > 790? Answer:,Yes,Yes,True
401,Qwen/Qwen2.5-3B,99.8,401,Is 424 > 741? Answer:,No,No,True
402,Qwen/Qwen2.5-3B,99.8,402,Is 993 > 654? Answer:,Yes,Yes,True
403,Qwen/Qwen2.5-3B,99.8,403,Is 732 > 170? Answer:,Yes,Yes,True
404,Qwen/Qwen2.5-3B,99.8,404,Is 746 > 800? Answer:,No,No,True
405,Qwen/Qwen2.5-3B,99.8,405,Is 332 > 864? Answer:,No,No,True
406,Qwen/Qwen2.5-3B,99.8,406,Is 544 > 200? Answer:,Yes,Yes,True
407,Qwen/Qwen2.5-3B,99.8,407,Is 554 > 270? Answer:,Yes,Yes,True
408,Qwen/Qwen2.5-3B,99.8,408,Is 129 > 147? Answer:,No,No,True
409,Qwen/Qwen2.5-3B,99.8,409,Is 915 > 157? Answer:,Yes,Yes,True
410,Qwen/Qwen2.5-3B,99.8,410,Is 467 > 483? Answer:,No,No,True
411,Qwen/Qwen2.5-3B,99.8,411,Is 249 > 350? Answer:,No,No,True
412,Qwen/Qwen2.5-3B,99.8,412,Is 679 > 798? Answer:,No,No,True
413,Qwen/Qwen2.5-3B,99.8,413,Is 274 > 279? Answer:,No,No,True
414,Qwen/Qwen2.5-3B,99.8,414,Is 724 > 991? Answer:,No,No,True
415,Qwen/Qwen2.5-3B,99.8,415,Is 734 > 799? Answer:,No,No,True
416,Qwen/Qwen2.5-3B,99.8,416,Is 609 > 697? Answer:,No,No,True
417,Qwen/Qwen2.5-3B,99.8,417,Is 337 > 572? Answer:,No,No,True
418,Qwen/Qwen2.5-3B,99.8,418,Is 570 > 361? Answer:,Yes,Yes,True
419,Qwen/Qwen2.5-3B,99.8,419,Is 923 > 576? Answer:,Yes,Yes,True
420,Qwen/Qwen2.5-3B,99.8,420,Is 793 > 659? Answer:,Yes,Yes,True
421,Qwen/Qwen2.5-3B,99.8,421,Is 175 > 552? Answer:,No,No,True
422,Qwen/Qwen2.5-3B,99.8,422,Is 701 > 406? Answer:,Yes,Yes,True
423,Qwen/Qwen2.5-3B,99.8,423,Is 806 > 356? Answer:,Yes,Yes,True
424,Qwen/Qwen2.5-3B,99.8,424,Is 965 > 409? Answer:,Yes,Yes,True
425,Qwen/Qwen2.5-3B,99.8,425,Is 493 > 973? Answer:,No,No,True
426,Qwen/Qwen2.5-3B,99.8,426,Is 209 > 342? Answer:,No,No,True
427,Qwen/Qwen2.5-3B,99.8,427,Is 685 > 467? Answer:,Yes,Yes,True
428,Qwen/Qwen2.5-3B,99.8,428,Is 816 > 402? Answer:,Yes,Yes,True
429,Qwen/Qwen2.5-3B,99.8,429,Is 949 > 774? Answer:,Yes,Yes,True
430,Qwen/Qwen2.5-3B,99.8,430,Is 381 > 108? Answer:,Yes,Yes,True
431,Qwen/Qwen2.5-3B,99.8,431,Is 720 > 863? Answer:,No,No,True
432,Qwen/Qwen2.5-3B,99.8,432,Is 952 > 393? Answer:,Yes,Yes,True
433,Qwen/Qwen2.5-3B,99.8,433,Is 721 > 921? Answer:,No,No,True
434,Qwen/Qwen2.5-3B,99.8,434,Is 324 > 751? Answer:,No,No,True
435,Qwen/Qwen2.5-3B,99.8,435,Is 735 > 356? Answer:,Yes,Yes,True
436,Qwen/Qwen2.5-3B,99.8,436,Is 743 > 199? Answer:,Yes,Yes,True
437,Qwen/Qwen2.5-3B,99.8,437,Is 416 > 907? Answer:,No,No,True
438,Qwen/Qwen2.5-3B,99.8,438,Is 134 > 693? Answer:,No,No,True
439,Qwen/Qwen2.5-3B,99.8,439,Is 849 > 234? Answer:,Yes,Yes,True
440,Qwen/Qwen2.5-3B,99.8,440,Is 402 > 434? Answer:,No,No,True
441,Qwen/Qwen2.5-3B,99.8,441,Is 279 > 305? Answer:,No,No,True
442,Qwen/Qwen2.5-3B,99.8,442,Is 905 > 652? Answer:,Yes,Yes,True
443,Qwen/Qwen2.5-3B,99.8,443,Is 643 > 613? Answer:,Yes,Yes,True
444,Qwen/Qwen2.5-3B,99.8,444,Is 950 > 268? Answer:,Yes,Yes,True
445,Qwen/Qwen2.5-3B,99.8,445,Is 944 > 593? Answer:,Yes,Yes,True
446,Qwen/Qwen2.5-3B,99.8,446,Is 864 > 991? Answer:,No,No,True
447,Qwen/Qwen2.5-3B,99.8,447,Is 923 > 217? Answer:,Yes,Yes,True
448,Qwen/Qwen2.5-3B,99.8,448,Is 177 > 244? Answer:,No,No,True
449,Qwen/Qwen2.5-3B,99.8,449,Is 980 > 792? Answer:,Yes,Yes,True
450,Qwen/Qwen2.5-3B,99.8,450,Is 966 > 923? Answer:,Yes,Yes,True
451,Qwen/Qwen2.5-3B,99.8,451,Is 192 > 909? Answer:,No,No,True
452,Qwen/Qwen2.5-3B,99.8,452,Is 114 > 370? Answer:,No,No,True
453,Qwen/Qwen2.5-3B,99.8,453,Is 565 > 477? Answer:,Yes,Yes,True
454,Qwen/Qwen2.5-3B,99.8,454,Is 698 > 490? Answer:,Yes,Yes,True
455,Qwen/Qwen2.5-3B,99.8,455,Is 210 > 791? Answer:,No,No,True
456,Qwen/Qwen2.5-3B,99.8,456,Is 582 > 125? Answer:,Yes,Yes,True
457,Qwen/Qwen2.5-3B,99.8,457,Is 724 > 326? Answer:,Yes,Yes,True
458,Qwen/Qwen2.5-3B,99.8,458,Is 750 > 943? Answer:,No,No,True
459,Qwen/Qwen2.5-3B,99.8,459,Is 817 > 409? Answer:,Yes,Yes,True
460,Qwen/Qwen2.5-3B,99.8,460,Is 219 > 243? Answer:,No,No,True
461,Qwen/Qwen2.5-3B,99.8,461,Is 138 > 411? Answer:,No,No,True
462,Qwen/Qwen2.5-3B,99.8,462,Is 218 > 199? Answer:,Yes,Yes,True
463,Qwen/Qwen2.5-3B,99.8,463,Is 650 > 238? Answer:,Yes,Yes,True
464,Qwen/Qwen2.5-3B,99.8,464,Is 564 > 479? Answer:,Yes,Yes,True
465,Qwen/Qwen2.5-3B,99.8,465,Is 701 > 860? Answer:,No,No,True
466,Qwen/Qwen2.5-3B,99.8,466,Is 524 > 770? Answer:,No,No,True
467,Qwen/Qwen2.5-3B,99.8,467,Is 953 > 601? Answer:,Yes,Yes,True
468,Qwen/Qwen2.5-3B,99.8,468,Is 386 > 133? Answer:,Yes,Yes,True
469,Qwen/Qwen2.5-3B,99.8,469,Is 322 > 554? Answer:,No,No,True
470,Qwen/Qwen2.5-3B,99.8,470,Is 341 > 975? Answer:,No,No,True
471,Qwen/Qwen2.5-3B,99.8,471,Is 201 > 802? Answer:,No,No,True
472,Qwen/Qwen2.5-3B,99.8,472,Is 657 > 760? Answer:,No,No,True
473,Qwen/Qwen2.5-3B,99.8,473,Is 162 > 507? Answer:,No,No,True
474,Qwen/Qwen2.5-3B,99.8,474,Is 294 > 225? Answer:,Yes,Yes,True
475,Qwen/Qwen2.5-3B,99.8,475,Is 193 > 778? Answer:,No,No,True
476,Qwen/Qwen2.5-3B,99.8,476,Is 757 > 754? Answer:,Yes,Yes,True
477,Qwen/Qwen2.5-3B,99.8,477,Is 151 > 905? Answer:,No,No,True
478,Qwen/Qwen2.5-3B,99.8,478,Is 349 > 228? Answer:,Yes,Yes,True
479,Qwen/Qwen2.5-3B,99.8,479,Is 170 > 949? Answer:,No,No,True
480,Qwen/Qwen2.5-3B,99.8,480,Is 700 > 321? Answer:,Yes,Yes,True
481,Qwen/Qwen2.5-3B,99.8,481,Is 436 > 892? Answer:,No,No,True
482,Qwen/Qwen2.5-3B,99.8,482,Is 907 > 710? Answer:,Yes,Yes,True
483,Qwen/Qwen2.5-3B,99.8,483,Is 383 > 979? Answer:,No,No,True
484,Qwen/Qwen2.5-3B,99.8,484,Is 233 > 653? Answer:,No,No,True
485,Qwen/Qwen2.5-3B,99.8,485,Is 917 > 278? Answer:,Yes,Yes,True
486,Qwen/Qwen2.5-3B,99.8,486,Is 776 > 987? Answer:,No,No,True
487,Qwen/Qwen2.5-3B,99.8,487,Is 234 > 115? Answer:,Yes,Yes,True
488,Qwen/Qwen2.5-3B,99.8,488,Is 908 > 907? Answer:,Yes,Yes,True
489,Qwen/Qwen2.5-3B,99.8,489,Is 702 > 431? Answer:,Yes,Yes,True
490,Qwen/Qwen2.5-3B,99.8,490,Is 278 > 371? Answer:,No,No,True
491,Qwen/Qwen2.5-3B,99.8,491,Is 229 > 859? Answer:,No,No,True
492,Qwen/Qwen2.5-3B,99.8,492,Is 638 > 216? Answer:,Yes,Yes,True
493,Qwen/Qwen2.5-3B,99.8,493,Is 587 > 559? Answer:,Yes,Yes,True
494,Qwen/Qwen2.5-3B,99.8,494,Is 625 > 707? Answer:,No,No,True
495,Qwen/Qwen2.5-3B,99.8,495,Is 562 > 615? Answer:,No,No,True
496,Qwen/Qwen2.5-3B,99.8,496,Is 729 > 144? Answer:,Yes,Yes,True
497,Qwen/Qwen2.5-3B,99.8,497,Is 569 > 758? Answer:,No,No,True
498,Qwen/Qwen2.5-3B,99.8,498,Is 162 > 590? Answer:,No,No,True
499,Qwen/Qwen2.5-3B,99.8,499,Is 536 > 802? Answer:,No,No,True
500,Qwen/Qwen2.5-3B,99.8,500,Is 602 > 829? Answer:,No,No,True
501,Qwen/Qwen2.5-3B,99.8,501,Is 175 > 182? Answer:,No,No,True
502,Qwen/Qwen2.5-3B,99.8,502,Is 722 > 251? Answer:,Yes,Yes,True
503,Qwen/Qwen2.5-3B,99.8,503,Is 229 > 381? Answer:,No,No,True
504,Qwen/Qwen2.5-3B,99.8,504,Is 490 > 711? Answer:,No,No,True
505,Qwen/Qwen2.5-3B,99.8,505,Is 564 > 617? Answer:,No,No,True
506,Qwen/Qwen2.5-3B,99.8,506,Is 201 > 912? Answer:,No,No,True
507,Qwen/Qwen2.5-3B,99.8,507,Is 973 > 770? Answer:,Yes,Yes,True
508,Qwen/Qwen2.5-3B,99.8,508,Is 540 > 562? Answer:,No,No,True
509,Qwen/Qwen2.5-3B,99.8,509,Is 523 > 447? Answer:,Yes,Yes,True
510,Qwen/Qwen2.5-3B,99.8,510,Is 508 > 525? Answer:,No,No,True
511,Qwen/Qwen2.5-3B,99.8,511,Is 420 > 537? Answer:,No,No,True
512,Qwen/Qwen2.5-3B,99.8,512,Is 781 > 361? Answer:,Yes,Yes,True
513,Qwen/Qwen2.5-3B,99.8,513,Is 256 > 803? Answer:,No,No,True
514,Qwen/Qwen2.5-3B,99.8,514,Is 168 > 193? Answer:,No,No,True
515,Qwen/Qwen2.5-3B,99.8,515,Is 195 > 542? Answer:,No,No,True
516,Qwen/Qwen2.5-3B,99.8,516,Is 862 > 856? Answer:,Yes,Yes,True
517,Qwen/Qwen2.5-3B,99.8,517,Is 931 > 233? Answer:,Yes,Yes,True
518,Qwen/Qwen2.5-3B,99.8,518,Is 700 > 675? Answer:,Yes,Yes,True
519,Qwen/Qwen2.5-3B,99.8,519,Is 786 > 225? Answer:,Yes,Yes,True
520,Qwen/Qwen2.5-3B,99.8,520,Is 462 > 994? Answer:,No,No,True
521,Qwen/Qwen2.5-3B,99.8,521,Is 988 > 838? Answer:,Yes,Yes,True
522,Qwen/Qwen2.5-3B,99.8,522,Is 394 > 714? Answer:,No,No,True
523,Qwen/Qwen2.5-3B,99.8,523,Is 460 > 206? Answer:,Yes,Yes,True
524,Qwen/Qwen2.5-3B,99.8,524,Is 258 > 772? Answer:,No,No,True
525,Qwen/Qwen2.5-3B,99.8,525,Is 329 > 967? Answer:,No,No,True
526,Qwen/Qwen2.5-3B,99.8,526,Is 458 > 965? Answer:,No,No,True
527,Qwen/Qwen2.5-3B,99.8,527,Is 217 > 880? Answer:,No,No,True
528,Qwen/Qwen2.5-3B,99.8,528,Is 687 > 331? Answer:,Yes,Yes,True
529,Qwen/Qwen2.5-3B,99.8,529,Is 965 > 674? Answer:,Yes,Yes,True
530,Qwen/Qwen2.5-3B,99.8,530,Is 723 > 773? Answer:,No,No,True
531,Qwen/Qwen2.5-3B,99.8,531,Is 129 > 284? Answer:,No,No,True
532,Qwen/Qwen2.5-3B,99.8,532,Is 819 > 880? Answer:,No,No,True
533,Qwen/Qwen2.5-3B,99.8,533,Is 447 > 459? Answer:,No,No,True
534,Qwen/Qwen2.5-3B,99.8,534,Is 285 > 990? Answer:,No,No,True
535,Qwen/Qwen2.5-3B,99.8,535,Is 679 > 773? Answer:,No,No,True
536,Qwen/Qwen2.5-3B,99.8,536,Is 171 > 245? Answer:,No,No,True
537,Qwen/Qwen2.5-3B,99.8,537,Is 193 > 864? Answer:,No,No,True
538,Qwen/Qwen2.5-3B,99.8,538,Is 485 > 529? Answer:,No,No,True
539,Qwen/Qwen2.5-3B,99.8,539,Is 449 > 261? Answer:,Yes,Yes,True
540,Qwen/Qwen2.5-3B,99.8,540,Is 419 > 838? Answer:,No,No,True
541,Qwen/Qwen2.5-3B,99.8,541,Is 895 > 681? Answer:,Yes,Yes,True
542,Qwen/Qwen2.5-3B,99.8,542,Is 153 > 259? Answer:,No,No,True
543,Qwen/Qwen2.5-3B,99.8,543,Is 872 > 732? Answer:,Yes,Yes,True
544,Qwen/Qwen2.5-3B,99.8,544,Is 790 > 183? Answer:,Yes,Yes,True
545,Qwen/Qwen2.5-3B,99.8,545,Is 553 > 777? Answer:,No,No,True
546,Qwen/Qwen2.5-3B,99.8,546,Is 597 > 721? Answer:,No,No,True
547,Qwen/Qwen2.5-3B,99.8,547,Is 524 > 379? Answer:,Yes,Yes,True
548,Qwen/Qwen2.5-3B,99.8,548,Is 873 > 624? Answer:,Yes,Yes,True
549,Qwen/Qwen2.5-3B,99.8,549,Is 453 > 540? Answer:,No,No,True
550,Qwen/Qwen2.5-3B,99.8,550,Is 390 > 794? Answer:,No,No,True
551,Qwen/Qwen2.5-3B,99.8,551,Is 639 > 783? Answer:,No,No,True
552,Qwen/Qwen2.5-3B,99.8,552,Is 146 > 325? Answer:,No,No,True
553,Qwen/Qwen2.5-3B,99.8,553,Is 713 > 156? Answer:,Yes,Yes,True
554,Qwen/Qwen2.5-3B,99.8,554,Is 309 > 408? Answer:,No,No,True
555,Qwen/Qwen2.5-3B,99.8,555,Is 885 > 240? Answer:,Yes,Yes,True
556,Qwen/Qwen2.5-3B,99.8,556,Is 396 > 435? Answer:,No,No,True
557,Qwen/Qwen2.5-3B,99.8,557,Is 107 > 609? Answer:,No,No,True
558,Qwen/Qwen2.5-3B,99.8,558,Is 279 > 232? Answer:,Yes,Yes,True
559,Qwen/Qwen2.5-3B,99.8,559,Is 645 > 820? Answer:,No,No,True
560,Qwen/Qwen2.5-3B,99.8,560,Is 612 > 672? Answer:,No,No,True
561,Qwen/Qwen2.5-3B,99.8,561,Is 173 > 506? Answer:,No,No,True
562,Qwen/Qwen2.5-3B,99.8,562,Is 546 > 119? Answer:,Yes,Yes,True
563,Qwen/Qwen2.5-3B,99.8,563,Is 179 > 982? Answer:,No,No,True
564,Qwen/Qwen2.5-3B,99.8,564,Is 689 > 539? Answer:,Yes,Yes,True
565,Qwen/Qwen2.5-3B,99.8,565,Is 826 > 755? Answer:,Yes,Yes,True
566,Qwen/Qwen2.5-3B,99.8,566,Is 396 > 217? Answer:,Yes,Yes,True
567,Qwen/Qwen2.5-3B,99.8,567,Is 121 > 432? Answer:,No,No,True
568,Qwen/Qwen2.5-3B,99.8,568,Is 920 > 732? Answer:,Yes,Yes,True
569,Qwen/Qwen2.5-3B,99.8,569,Is 951 > 806? Answer:,Yes,Yes,True
570,Qwen/Qwen2.5-3B,99.8,570,Is 190 > 547? Answer:,No,No,True
571,Qwen/Qwen2.5-3B,99.8,571,Is 349 > 546? Answer:,No,No,True
572,Qwen/Qwen2.5-3B,99.8,572,Is 636 > 180? Answer:,Yes,Yes,True
573,Qwen/Qwen2.5-3B,99.8,573,Is 991 > 417? Answer:,Yes,Yes,True
574,Qwen/Qwen2.5-3B,99.8,574,Is 326 > 441? Answer:,No,No,True
575,Qwen/Qwen2.5-3B,99.8,575,Is 178 > 622? Answer:,No,No,True
576,Qwen/Qwen2.5-3B,99.8,576,Is 643 > 622? Answer:,Yes,Yes,True
577,Qwen/Qwen2.5-3B,99.8,577,Is 894 > 457? Answer:,Yes,Yes,True
578,Qwen/Qwen2.5-3B,99.8,578,Is 844 > 938? Answer:,No,No,True
579,Qwen/Qwen2.5-3B,99.8,579,Is 341 > 205? Answer:,Yes,Yes,True
580,Qwen/Qwen2.5-3B,99.8,580,Is 362 > 302? Answer:,Yes,Yes,True
581,Qwen/Qwen2.5-3B,99.8,581,Is 716 > 256? Answer:,Yes,Yes,True
582,Qwen/Qwen2.5-3B,99.8,582,Is 281 > 891? Answer:,No,No,True
583,Qwen/Qwen2.5-3B,99.8,583,Is 575 > 872? Answer:,No,No,True
584,Qwen/Qwen2.5-3B,99.8,584,Is 797 > 678? Answer:,Yes,Yes,True
585,Qwen/Qwen2.5-3B,99.8,585,Is 984 > 742? Answer:,Yes,Yes,True
586,Qwen/Qwen2.5-3B,99.8,586,Is 254 > 550? Answer:,No,No,True
587,Qwen/Qwen2.5-3B,99.8,587,Is 580 > 552? Answer:,Yes,Yes,True
588,Qwen/Qwen2.5-3B,99.8,588,Is 915 > 381? Answer:,Yes,Yes,True
589,Qwen/Qwen2.5-3B,99.8,589,Is 460 > 619? Answer:,No,No,True
590,Qwen/Qwen2.5-3B,99.8,590,Is 417 > 572? Answer:,No,No,True
591,Qwen/Qwen2.5-3B,99.8,591,Is 138 > 158? Answer:,No,No,True
592,Qwen/Qwen2.5-3B,99.8,592,Is 951 > 393? Answer:,Yes,Yes,True
593,Qwen/Qwen2.5-3B,99.8,593,Is 760 > 984? Answer:,No,No,True
594,Qwen/Qwen2.5-3B,99.8,594,Is 729 > 708? Answer:,Yes,Yes,True
595,Qwen/Qwen2.5-3B,99.8,595,Is 573 > 694? Answer:,No,No,True
596,Qwen/Qwen2.5-3B,99.8,596,Is 560 > 929? Answer:,No,No,True
597,Qwen/Qwen2.5-3B,99.8,597,Is 429 > 719? Answer:,No,No,True
598,Qwen/Qwen2.5-3B,99.8,598,Is 613 > 254? Answer:,Yes,Yes,True
599,Qwen/Qwen2.5-3B,99.8,599,Is 561 > 205? Answer:,Yes,Yes,True
600,Qwen/Qwen2.5-3B,99.8,600,Is 831 > 186? Answer:,Yes,Yes,True
601,Qwen/Qwen2.5-3B,99.8,601,Is 140 > 353? Answer:,No,No,True
602,Qwen/Qwen2.5-3B,99.8,602,Is 549 > 636? Answer:,No,No,True
603,Qwen/Qwen2.5-3B,99.8,603,Is 472 > 481? Answer:,No,No,True
604,Qwen/Qwen2.5-3B,99.8,604,Is 496 > 518? Answer:,No,No,True
605,Qwen/Qwen2.5-3B,99.8,605,Is 795 > 712? Answer:,Yes,Yes,True
