model,prompt_type,direction,alpha,layer,head,prompt,base_margin,steered_margin,margin_shift,flipped,seed,n
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 1622 > 1803? Answer:,-2.515625,-3.40625,-0.890625,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 3585 > 6891? Answer:,-2.421875,-3.2734375,-0.8515625,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 4346 > 4897? Answer:,-2.171875,-3.046875,-0.875,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 1539 > 1773? Answer:,-1.578125,-2.5625,-0.984375,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 1170 > 2813? Answer:,-2.15625,-3.0546875,-0.8984375,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 5623 > 5738? Answer:,-1.9140625,-2.8515625,-0.9375,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 6040 > 7621? Answer:,-2.0,-2.96875,-0.96875,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 6076 > 7457? Answer:,-1.671875,-2.609375,-0.9375,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 1591 > 5619? Answer:,-2.53125,-3.2890625,-0.7578125,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 4404 > 8557? Answer:,-1.6875,-2.6328125,-0.9453125,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 2670 > 5503? Answer:,-2.4765625,-3.328125,-0.8515625,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 2522 > 2642? Answer:,-1.921875,-2.7734375,-0.8515625,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 5529 > 8034? Answer:,-2.359375,-3.1953125,-0.8359375,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 3980 > 4621? Answer:,-1.8203125,-2.7890625,-0.96875,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 3176 > 5908? Answer:,-2.1015625,-2.90625,-0.8046875,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 1921 > 5054? Answer:,-2.40625,-3.3125,-0.90625,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 1460 > 1829? Answer:,-2.484375,-3.3046875,-0.8203125,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 1510 > 8991? Answer:,-1.7265625,-2.8125,-1.0859375,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 7393 > 8724? Answer:,-1.3359375,-2.4296875,-1.09375,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 2573 > 3490? Answer:,-1.5625,-2.5546875,-0.9921875,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 2128 > 2487? Answer:,-2.2890625,-3.0546875,-0.765625,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 3235 > 7304? Answer:,-2.5,-3.25,-0.75,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 1594 > 1611? Answer:,-2.28125,-3.1015625,-0.8203125,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 4583 > 5011? Answer:,-1.828125,-2.8359375,-1.0078125,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 5749 > 7101? Answer:,-1.03125,-2.359375,-1.328125,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 2331 > 7839? Answer:,-2.484375,-3.4453125,-0.9609375,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 2528 > 4275? Answer:,-2.3125,-2.9609375,-0.6484375,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 1196 > 5480? Answer:,-1.6875,-2.734375,-1.046875,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 1759 > 5919? Answer:,-2.1484375,-2.8984375,-0.75,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 5570 > 7690? Answer:,-1.546875,-2.6484375,-1.1015625,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 7183 > 9302? Answer:,-1.9296875,-2.8984375,-0.96875,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 4192 > 4299? Answer:,-1.84375,-2.5859375,-0.7421875,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 2204 > 4697? Answer:,-2.5390625,-3.296875,-0.7578125,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 4019 > 9149? Answer:,-2.3671875,-3.1640625,-0.796875,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 1323 > 1687? Answer:,-2.5078125,-3.3828125,-0.875,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 2356 > 8161? Answer:,-2.2421875,-3.1015625,-0.859375,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 1541 > 5166? Answer:,-2.28125,-3.046875,-0.765625,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 3939 > 7178? Answer:,-2.390625,-3.0859375,-0.6953125,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 1674 > 3971? Answer:,-2.9375,-3.5703125,-0.6328125,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 4403 > 6080? Answer:,-1.7890625,-2.8046875,-1.015625,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 4699 > 9462? Answer:,-2.34375,-3.21875,-0.875,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 2204 > 2446? Answer:,-1.84375,-2.671875,-0.828125,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 4969 > 6667? Answer:,-1.8046875,-2.6015625,-0.796875,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 1273 > 1875? Answer:,-1.6875,-2.6640625,-0.9765625,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 6751 > 7910? Answer:,-1.921875,-2.8671875,-0.9453125,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 4152 > 4916? Answer:,-1.640625,-2.5859375,-0.9453125,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 3935 > 8575? Answer:,-2.0546875,-2.84375,-0.7890625,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 3330 > 9082? Answer:,-2.40625,-3.2734375,-0.8671875,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 2472 > 3156? Answer:,-1.3515625,-2.4296875,-1.078125,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 1800 > 6730? Answer:,-1.5546875,-2.703125,-1.1484375,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 2498 > 8494? Answer:,-2.6640625,-3.421875,-0.7578125,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 1053 > 8244? Answer:,-1.96875,-2.9453125,-0.9765625,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 6643 > 8171? Answer:,-1.3828125,-2.5546875,-1.171875,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 5669 > 8023? Answer:,-2.1171875,-3.1484375,-1.03125,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 3993 > 5244? Answer:,-1.6953125,-2.625,-0.9296875,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 2947 > 3494? Answer:,-1.9453125,-2.9140625,-0.96875,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 3295 > 6000? Answer:,-1.734375,-2.9296875,-1.1953125,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 3588 > 5550? Answer:,-1.890625,-2.703125,-0.8125,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 1046 > 1335? Answer:,-1.8203125,-2.7265625,-0.90625,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 1253 > 3209? Answer:,-2.453125,-3.234375,-0.78125,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 3644 > 4956? Answer:,-1.90625,-2.71875,-0.8125,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 3774 > 6889? Answer:,-0.9765625,-2.1171875,-1.140625,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 5350 > 8695? Answer:,-1.625,-2.65625,-1.03125,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 1545 > 1712? Answer:,-1.7578125,-2.671875,-0.9140625,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 4282 > 6171? Answer:,-1.40625,-2.4765625,-1.0703125,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 3817 > 6088? Answer:,-2.0390625,-2.875,-0.8359375,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 1456 > 1815? Answer:,-2.1640625,-3.015625,-0.8515625,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 3174 > 8154? Answer:,-1.9453125,-2.8046875,-0.859375,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 1167 > 6425? Answer:,-1.890625,-2.84375,-0.953125,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 2366 > 4127? Answer:,-2.5,-3.2421875,-0.7421875,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 2898 > 9844? Answer:,-2.265625,-3.046875,-0.78125,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 2016 > 3488? Answer:,-2.046875,-3.0234375,-0.9765625,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 8624 > 9933? Answer:,-1.0078125,-2.140625,-1.1328125,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 1073 > 1312? Answer:,-1.625,-2.6328125,-1.0078125,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 1431 > 8395? Answer:,-2.3203125,-3.28125,-0.9609375,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 3167 > 8701? Answer:,-2.015625,-2.921875,-0.90625,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 3424 > 9258? Answer:,-2.359375,-3.171875,-0.8125,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 3587 > 4908? Answer:,-2.234375,-3.1484375,-0.9140625,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 1633 > 2136? Answer:,-1.765625,-2.671875,-0.90625,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 4563 > 5545? Answer:,-1.484375,-2.4609375,-0.9765625,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 6955 > 9964? Answer:,-2.171875,-2.828125,-0.65625,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 2496 > 4682? Answer:,-2.734375,-3.5234375,-0.7890625,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 4062 > 4761? Answer:,-2.0546875,-2.96875,-0.9140625,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 1482 > 3890? Answer:,-2.4609375,-3.2265625,-0.765625,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 1068 > 4008? Answer:,-2.328125,-3.375,-1.046875,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 1086 > 1955? Answer:,-2.484375,-3.2578125,-0.7734375,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 6016 > 7943? Answer:,-1.9296875,-2.8984375,-0.96875,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 3896 > 7270? Answer:,-1.7578125,-2.7109375,-0.953125,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 2040 > 7453? Answer:,-2.4453125,-3.3125,-0.8671875,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 5061 > 9105? Answer:,-2.1640625,-3.1171875,-0.953125,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 2285 > 9442? Answer:,-2.2890625,-3.2421875,-0.953125,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 4116 > 5475? Answer:,-1.515625,-2.421875,-0.90625,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 2990 > 5460? Answer:,-1.734375,-2.703125,-0.96875,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 1570 > 2495? Answer:,-1.9453125,-2.8359375,-0.890625,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 1647 > 3148? Answer:,-2.3828125,-3.234375,-0.8515625,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 4878 > 7153? Answer:,-2.015625,-2.90625,-0.890625,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 2977 > 6464? Answer:,-1.5390625,-2.53125,-0.9921875,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 1757 > 9637? Answer:,-1.9765625,-2.96875,-0.9921875,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 1363 > 4083? Answer:,-2.5703125,-3.40625,-0.8359375,0,42,100
Qwen/Qwen3-1.7B,corrupt,plus,10.0,15,9,Is 3934 > 4050? Answer:,-1.265625,-2.265625,-1.0,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 1622 > 1803? Answer:,-2.515625,-0.8828125,1.6328125,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 3585 > 6891? Answer:,-2.421875,-0.875,1.546875,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 4346 > 4897? Answer:,-2.171875,-0.5625,1.609375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 1539 > 1773? Answer:,-1.578125,0.0078125,1.5859375,1,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 1170 > 2813? Answer:,-2.15625,-0.7890625,1.3671875,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 5623 > 5738? Answer:,-1.9140625,-0.40625,1.5078125,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 6040 > 7621? Answer:,-2.0,-0.375,1.625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 6076 > 7457? Answer:,-1.671875,-0.078125,1.59375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 1591 > 5619? Answer:,-2.53125,-1.25,1.28125,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 4404 > 8557? Answer:,-1.6875,-0.328125,1.359375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 2670 > 5503? Answer:,-2.4765625,-1.078125,1.3984375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 2522 > 2642? Answer:,-1.921875,-0.4609375,1.4609375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 5529 > 8034? Answer:,-2.359375,-0.984375,1.375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 3980 > 4621? Answer:,-1.8203125,-0.2578125,1.5625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 3176 > 5908? Answer:,-2.1015625,-0.734375,1.3671875,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 1921 > 5054? Answer:,-2.40625,-0.984375,1.421875,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 1460 > 1829? Answer:,-2.484375,-1.1015625,1.3828125,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 1510 > 8991? Answer:,-1.7265625,-0.203125,1.5234375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 7393 > 8724? Answer:,-1.3359375,0.1875,1.5234375,1,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 2573 > 3490? Answer:,-1.5625,-0.046875,1.515625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 2128 > 2487? Answer:,-2.2890625,-0.9140625,1.375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 3235 > 7304? Answer:,-2.5,-1.21875,1.28125,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 1594 > 1611? Answer:,-2.28125,-0.65625,1.625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 4583 > 5011? Answer:,-1.828125,-0.28125,1.546875,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 5749 > 7101? Answer:,-1.03125,0.5625,1.59375,1,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 2331 > 7839? Answer:,-2.484375,-0.84375,1.640625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 2528 > 4275? Answer:,-2.3125,-1.1484375,1.1640625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 1196 > 5480? Answer:,-1.6875,-0.3046875,1.3828125,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 1759 > 5919? Answer:,-2.1484375,-0.984375,1.1640625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 5570 > 7690? Answer:,-1.546875,-0.0625,1.484375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 7183 > 9302? Answer:,-1.9296875,-0.4453125,1.484375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 4192 > 4299? Answer:,-1.84375,-0.53125,1.3125,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 2204 > 4697? Answer:,-2.5390625,-1.15625,1.3828125,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 4019 > 9149? Answer:,-2.3671875,-1.0625,1.3046875,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 1323 > 1687? Answer:,-2.5078125,-0.890625,1.6171875,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 2356 > 8161? Answer:,-2.2421875,-0.890625,1.3515625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 1541 > 5166? Answer:,-2.28125,-1.0,1.28125,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 3939 > 7178? Answer:,-2.390625,-1.1953125,1.1953125,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 1674 > 3971? Answer:,-2.9375,-1.78125,1.15625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 4403 > 6080? Answer:,-1.7890625,-0.359375,1.4296875,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 4699 > 9462? Answer:,-2.34375,-0.8671875,1.4765625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 2204 > 2446? Answer:,-1.84375,-0.453125,1.390625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 4969 > 6667? Answer:,-1.8046875,-0.4296875,1.375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 1273 > 1875? Answer:,-1.6875,-0.1171875,1.5703125,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 6751 > 7910? Answer:,-1.921875,-0.46875,1.453125,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 4152 > 4916? Answer:,-1.640625,-0.171875,1.46875,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 3935 > 8575? Answer:,-2.0546875,-0.7109375,1.34375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 3330 > 9082? Answer:,-2.40625,-1.0234375,1.3828125,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 2472 > 3156? Answer:,-1.3515625,0.203125,1.5546875,1,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 1800 > 6730? Answer:,-1.5546875,-0.03125,1.5234375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 2498 > 8494? Answer:,-2.6640625,-1.2734375,1.390625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 1053 > 8244? Answer:,-1.96875,-0.53125,1.4375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 6643 > 8171? Answer:,-1.3828125,0.28125,1.6640625,1,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 5669 > 8023? Answer:,-2.1171875,-0.546875,1.5703125,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 3993 > 5244? Answer:,-1.6953125,-0.265625,1.4296875,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 2947 > 3494? Answer:,-1.9453125,-0.3125,1.6328125,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 3295 > 6000? Answer:,-1.734375,0.046875,1.78125,1,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 3588 > 5550? Answer:,-1.890625,-0.5078125,1.3828125,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 1046 > 1335? Answer:,-1.8203125,-0.3515625,1.46875,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 1253 > 3209? Answer:,-2.453125,-1.1171875,1.3359375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 3644 > 4956? Answer:,-1.90625,-0.484375,1.421875,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 3774 > 6889? Answer:,-0.9765625,0.5390625,1.515625,1,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 5350 > 8695? Answer:,-1.625,-0.125,1.5,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 1545 > 1712? Answer:,-1.7578125,-0.2890625,1.46875,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 4282 > 6171? Answer:,-1.40625,0.09375,1.5,1,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 3817 > 6088? Answer:,-2.0390625,-0.734375,1.3046875,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 1456 > 1815? Answer:,-2.1640625,-0.5625,1.6015625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 3174 > 8154? Answer:,-1.9453125,-0.5390625,1.40625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 1167 > 6425? Answer:,-1.890625,-0.5859375,1.3046875,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 2366 > 4127? Answer:,-2.5,-1.2265625,1.2734375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 2898 > 9844? Answer:,-2.265625,-0.9453125,1.3203125,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 2016 > 3488? Answer:,-2.046875,-0.5,1.546875,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 8624 > 9933? Answer:,-1.0078125,0.5,1.5078125,1,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 1073 > 1312? Answer:,-1.625,-0.125,1.5,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 1431 > 8395? Answer:,-2.3203125,-0.8515625,1.46875,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 3167 > 8701? Answer:,-2.015625,-0.625,1.390625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 3424 > 9258? Answer:,-2.359375,-0.953125,1.40625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 3587 > 4908? Answer:,-2.234375,-0.6484375,1.5859375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 1633 > 2136? Answer:,-1.765625,-0.2734375,1.4921875,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 4563 > 5545? Answer:,-1.484375,0.1640625,1.6484375,1,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 6955 > 9964? Answer:,-2.171875,-0.8828125,1.2890625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 2496 > 4682? Answer:,-2.734375,-1.21875,1.515625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 4062 > 4761? Answer:,-2.0546875,-0.484375,1.5703125,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 1482 > 3890? Answer:,-2.4609375,-1.125,1.3359375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 1068 > 4008? Answer:,-2.328125,-0.78125,1.546875,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 1086 > 1955? Answer:,-2.484375,-1.0,1.484375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 6016 > 7943? Answer:,-1.9296875,-0.34375,1.5859375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 3896 > 7270? Answer:,-1.7578125,-0.3984375,1.359375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 2040 > 7453? Answer:,-2.4453125,-0.890625,1.5546875,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-10.0,15,9,Is 5061 > 9105? Answer:,-2.1640625,-0.6953125,1.46875,0,42,100
