prompt_type,direction,alpha,prompt,base_margin,steered_margin,margin_shift,flipped,layer,head,seed,n
corrupt,plus,25.0,Is 1053 > 8244? Answer:,-1.55859375,-3.3046875,-1.74609375,0,24,5,42,100
corrupt,plus,25.0,Is 6643 > 8171? Answer:,-1.8046875,-2.59765625,-0.79296875,0,24,5,42,100
corrupt,plus,25.0,Is 5669 > 8023? Answer:,-2.25390625,-2.84765625,-0.59375,0,24,5,42,100
corrupt,plus,25.0,Is 3993 > 5244? Answer:,-1.9375,-2.51171875,-0.57421875,0,24,5,42,100
corrupt,plus,25.0,Is 2947 > 3494? Answer:,-1.72265625,-2.71484375,-0.9921875,0,24,5,42,100
corrupt,plus,25.0,Is 3295 > 6000? Answer:,-1.4453125,-2.875,-1.4296875,0,24,5,42,100
corrupt,plus,25.0,Is 3588 > 5550? Answer:,-1.5390625,-2.5546875,-1.015625,0,24,5,42,100
corrupt,plus,25.0,Is 1046 > 1335? Answer:,-1.515625,-2.49609375,-0.98046875,0,24,5,42,100
corrupt,plus,25.0,Is 1253 > 3209? Answer:,-2.2578125,-3.16796875,-0.91015625,0,24,5,42,100
corrupt,plus,25.0,Is 3644 > 4956? Answer:,-2.15234375,-2.56640625,-0.4140625,0,24,5,42,100
corrupt,plus,25.0,Is 3774 > 6889? Answer:,-2.3125,-2.859375,-0.546875,0,24,5,42,100
corrupt,plus,25.0,Is 5350 > 8695? Answer:,-2.515625,-3.05859375,-0.54296875,0,24,5,42,100
corrupt,plus,25.0,Is 1545 > 1712? Answer:,-1.54296875,-2.46875,-0.92578125,0,24,5,42,100
corrupt,plus,25.0,Is 4282 > 6171? Answer:,-1.94921875,-2.578125,-0.62890625,0,24,5,42,100
corrupt,plus,25.0,Is 3817 > 6088? Answer:,-2.1953125,-2.9453125,-0.75,0,24,5,42,100
corrupt,plus,25.0,Is 1456 > 1815? Answer:,-1.2578125,-2.2265625,-0.96875,0,24,5,42,100
corrupt,plus,25.0,Is 3174 > 8154? Answer:,-2.24609375,-3.1015625,-0.85546875,0,24,5,42,100
corrupt,plus,25.0,Is 1167 > 6425? Answer:,-1.3359375,-2.90625,-1.5703125,0,24,5,42,100
corrupt,plus,25.0,Is 2366 > 4127? Answer:,-1.515625,-2.66796875,-1.15234375,0,24,5,42,100
corrupt,plus,25.0,Is 2898 > 9844? Answer:,-2.26953125,-2.9765625,-0.70703125,0,24,5,42,100
corrupt,plus,25.0,Is 2016 > 3488? Answer:,-1.5390625,-2.7265625,-1.1875,0,24,5,42,100
corrupt,plus,25.0,Is 8624 > 9933? Answer:,-2.125,-2.4140625,-0.2890625,0,24,5,42,100
corrupt,plus,25.0,Is 1073 > 1312? Answer:,-1.3359375,-2.4453125,-1.109375,0,24,5,42,100
corrupt,plus,25.0,Is 1431 > 8395? Answer:,-1.7265625,-3.1171875,-1.390625,0,24,5,42,100
corrupt,plus,25.0,Is 3167 > 8701? Answer:,-2.1640625,-3.015625,-0.8515625,0,24,5,42,100
corrupt,plus,25.0,Is 3424 > 9258? Answer:,-2.5,-3.0546875,-0.5546875,0,24,5,42,100
corrupt,plus,25.0,Is 3587 > 4908? Answer:,-2.5546875,-2.81640625,-0.26171875,0,24,5,42,100
corrupt,plus,25.0,Is 1633 > 2136? Answer:,-1.65625,-2.515625,-0.859375,0,24,5,42,100
corrupt,plus,25.0,Is 4563 > 5545? Answer:,-1.63671875,-2.3828125,-0.74609375,0,24,5,42,100
corrupt,plus,25.0,Is 6955 > 9964? Answer:,-2.078125,-2.66015625,-0.58203125,0,24,5,42,100
corrupt,plus,25.0,Is 2496 > 4682? Answer:,-2.05078125,-2.84375,-0.79296875,0,24,5,42,100
corrupt,plus,25.0,Is 4062 > 4761? Answer:,-1.55859375,-2.4375,-0.87890625,0,24,5,42,100
corrupt,plus,25.0,Is 1482 > 3890? Answer:,-2.1484375,-2.953125,-0.8046875,0,24,5,42,100
corrupt,plus,25.0,Is 1068 > 4008? Answer:,-1.875,-2.96484375,-1.08984375,0,24,5,42,100
corrupt,plus,25.0,Is 1086 > 1955? Answer:,-1.2109375,-2.48046875,-1.26953125,0,24,5,42,100
corrupt,plus,25.0,Is 6016 > 7943? Answer:,-1.77734375,-2.421875,-0.64453125,0,24,5,42,100
corrupt,plus,25.0,Is 3896 > 7270? Answer:,-1.89453125,-2.7734375,-0.87890625,0,24,5,42,100
corrupt,plus,25.0,Is 2040 > 7453? Answer:,-2.03125,-3.16796875,-1.13671875,0,24,5,42,100
corrupt,plus,25.0,Is 5061 > 9105? Answer:,-2.1796875,-2.92578125,-0.74609375,0,24,5,42,100
corrupt,plus,25.0,Is 2285 > 9442? Answer:,-2.1875,-3.03515625,-0.84765625,0,24,5,42,100
corrupt,plus,25.0,Is 4116 > 5475? Answer:,-1.75,-2.4921875,-0.7421875,0,24,5,42,100
corrupt,plus,25.0,Is 2990 > 5460? Answer:,-1.9296875,-2.76953125,-0.83984375,0,24,5,42,100
corrupt,plus,25.0,Is 1570 > 2495? Answer:,-1.984375,-2.7890625,-0.8046875,0,24,5,42,100
corrupt,plus,25.0,Is 1647 > 3148? Answer:,-1.70703125,-2.6796875,-0.97265625,0,24,5,42,100
corrupt,plus,25.0,Is 4878 > 7153? Answer:,-1.93359375,-2.7109375,-0.77734375,0,24,5,42,100
corrupt,plus,25.0,Is 2977 > 6464? Answer:,-1.44140625,-2.765625,-1.32421875,0,24,5,42,100
corrupt,plus,25.0,Is 1757 > 9637? Answer:,-2.1640625,-3.1640625,-1.0,0,24,5,42,100
corrupt,plus,25.0,Is 1363 > 4083? Answer:,-1.62890625,-3.0625,-1.43359375,0,24,5,42,100
corrupt,plus,25.0,Is 3934 > 4050? Answer:,-1.91796875,-2.703125,-0.78515625,0,24,5,42,100
corrupt,minus,-25.0,Is 1622 > 1803? Answer:,-1.5078125,2.4296875,3.9375,1,24,5,42,100
corrupt,minus,-25.0,Is 3585 > 6891? Answer:,-2.25,2.0234375,4.2734375,1,24,5,42,100
corrupt,minus,-25.0,Is 4346 > 4897? Answer:,-2.01953125,2.0390625,4.05859375,1,24,5,42,100
corrupt,minus,-25.0,Is 1539 > 1773? Answer:,-1.6640625,2.16796875,3.83203125,1,24,5,42,100
corrupt,minus,-25.0,Is 1170 > 2813? Answer:,-1.63671875,2.7109375,4.34765625,1,24,5,42,100
corrupt,minus,-25.0,Is 5623 > 5738? Answer:,-2.16796875,2.2265625,4.39453125,1,24,5,42,100
corrupt,minus,-25.0,Is 6040 > 7621? Answer:,-1.90234375,2.046875,3.94921875,1,24,5,42,100
corrupt,minus,-25.0,Is 6076 > 7457? Answer:,-2.109375,1.875,3.984375,1,24,5,42,100
corrupt,minus,-25.0,Is 1591 > 5619? Answer:,-2.203125,2.125,4.328125,1,24,5,42,100
corrupt,minus,-25.0,Is 4404 > 8557? Answer:,-2.1484375,1.890625,4.0390625,1,24,5,42,100
corrupt,minus,-25.0,Is 2670 > 5503? Answer:,-2.1484375,2.203125,4.3515625,1,24,5,42,100
corrupt,minus,-25.0,Is 2522 > 2642? Answer:,-0.515625,2.76953125,3.28515625,1,24,5,42,100
corrupt,minus,-25.0,Is 5529 > 8034? Answer:,-2.3671875,1.765625,4.1328125,1,24,5,42,100
corrupt,minus,-25.0,Is 3980 > 4621? Answer:,-1.7578125,2.6171875,4.375,1,24,5,42,100
corrupt,minus,-25.0,Is 3176 > 5908? Answer:,-2.4140625,1.984375,4.3984375,1,24,5,42,100
corrupt,minus,-25.0,Is 1921 > 5054? Answer:,-2.00390625,2.2578125,4.26171875,1,24,5,42,100
corrupt,minus,-25.0,Is 1460 > 1829? Answer:,-1.9765625,2.16796875,4.14453125,1,24,5,42,100
corrupt,minus,-25.0,Is 1510 > 8991? Answer:,-1.96875,2.39453125,4.36328125,1,24,5,42,100
corrupt,minus,-25.0,Is 7393 > 8724? Answer:,-2.0703125,2.3203125,4.390625,1,24,5,42,100
corrupt,minus,-25.0,Is 2573 > 3490? Answer:,-1.875,2.546875,4.421875,1,24,5,42,100
corrupt,minus,-25.0,Is 2128 > 2487? Answer:,-2.1484375,1.9453125,4.09375,1,24,5,42,100
corrupt,minus,-25.0,Is 3235 > 7304? Answer:,-2.2734375,1.7578125,4.03125,1,24,5,42,100
corrupt,minus,-25.0,Is 1594 > 1611? Answer:,-1.5390625,2.67578125,4.21484375,1,24,5,42,100
corrupt,minus,-25.0,Is 4583 > 5011? Answer:,-1.7578125,2.47265625,4.23046875,1,24,5,42,100
corrupt,minus,-25.0,Is 5749 > 7101? Answer:,-1.84375,2.3671875,4.2109375,1,24,5,42,100
corrupt,minus,-25.0,Is 2331 > 7839? Answer:,-2.42578125,1.7578125,4.18359375,1,24,5,42,100
corrupt,minus,-25.0,Is 2528 > 4275? Answer:,-1.6171875,2.5390625,4.15625,1,24,5,42,100
corrupt,minus,-25.0,Is 1196 > 5480? Answer:,-1.6875,2.5546875,4.2421875,1,24,5,42,100
corrupt,minus,-25.0,Is 1759 > 5919? Answer:,-2.16796875,1.7890625,3.95703125,1,24,5,42,100
corrupt,minus,-25.0,Is 5570 > 7690? Answer:,-2.19140625,1.6953125,3.88671875,1,24,5,42,100
corrupt,minus,-25.0,Is 7183 > 9302? Answer:,-2.3125,1.859375,4.171875,1,24,5,42,100
corrupt,minus,-25.0,Is 4192 > 4299? Answer:,-1.5625,2.37109375,3.93359375,1,24,5,42,100
corrupt,minus,-25.0,Is 2204 > 4697? Answer:,-2.2265625,1.98828125,4.21484375,1,24,5,42,100
corrupt,minus,-25.0,Is 4019 > 9149? Answer:,-1.92578125,2.16015625,4.0859375,1,24,5,42,100
corrupt,minus,-25.0,Is 1323 > 1687? Answer:,-1.9453125,2.2890625,4.234375,1,24,5,42,100
corrupt,minus,-25.0,Is 2356 > 8161? Answer:,-1.4296875,2.73828125,4.16796875,1,24,5,42,100
corrupt,minus,-25.0,Is 1541 > 5166? Answer:,-2.015625,2.5703125,4.5859375,1,24,5,42,100
corrupt,minus,-25.0,Is 3939 > 7178? Answer:,-2.34375,2.03125,4.375,1,24,5,42,100
corrupt,minus,-25.0,Is 1674 > 3971? Answer:,-1.8046875,2.63671875,4.44140625,1,24,5,42,100
corrupt,minus,-25.0,Is 4403 > 6080? Answer:,-1.62890625,2.46875,4.09765625,1,24,5,42,100
corrupt,minus,-25.0,Is 4699 > 9462? Answer:,-2.17578125,1.9375,4.11328125,1,24,5,42,100
corrupt,minus,-25.0,Is 2204 > 2446? Answer:,-1.984375,2.12109375,4.10546875,1,24,5,42,100
corrupt,minus,-25.0,Is 4969 > 6667? Answer:,-1.6875,2.21875,3.90625,1,24,5,42,100
corrupt,minus,-25.0,Is 1273 > 1875? Answer:,-1.1171875,2.921875,4.0390625,1,24,5,42,100
corrupt,minus,-25.0,Is 6751 > 7910? Answer:,-1.8203125,2.171875,3.9921875,1,24,5,42,100
corrupt,minus,-25.0,Is 4152 > 4916? Answer:,-1.234375,2.84375,4.078125,1,24,5,42,100
corrupt,minus,-25.0,Is 3935 > 8575? Answer:,-1.984375,2.07421875,4.05859375,1,24,5,42,100
corrupt,minus,-25.0,Is 3330 > 9082? Answer:,-2.42578125,1.87890625,4.3046875,1,24,5,42,100
corrupt,minus,-25.0,Is 2472 > 3156? Answer:,-1.78515625,2.2734375,4.05859375,1,24,5,42,100
corrupt,minus,-25.0,Is 1800 > 6730? Answer:,-2.0703125,2.28125,4.3515625,1,24,5,42,100
corrupt,minus,-25.0,Is 2498 > 8494? Answer:,-2.15234375,1.5546875,3.70703125,1,24,5,42,100
corrupt,minus,-25.0,Is 1053 > 8244? Answer:,-1.55859375,2.890625,4.44921875,1,24,5,42,100
corrupt,minus,-25.0,Is 6643 > 8171? Answer:,-1.8046875,1.9453125,3.75,1,24,5,42,100
corrupt,minus,-25.0,Is 5669 > 8023? Answer:,-2.25390625,1.78125,4.03515625,1,24,5,42,100
corrupt,minus,-25.0,Is 3993 > 5244? Answer:,-1.9375,2.09375,4.03125,1,24,5,42,100
corrupt,minus,-25.0,Is 2947 > 3494? Answer:,-1.72265625,2.4375,4.16015625,1,24,5,42,100
corrupt,minus,-25.0,Is 3295 > 6000? Answer:,-1.4453125,2.6171875,4.0625,1,24,5,42,100
corrupt,minus,-25.0,Is 3588 > 5550? Answer:,-1.5390625,2.71484375,4.25390625,1,24,5,42,100
corrupt,minus,-25.0,Is 1046 > 1335? Answer:,-1.515625,2.578125,4.09375,1,24,5,42,100
corrupt,minus,-25.0,Is 1253 > 3209? Answer:,-2.2578125,2.1171875,4.375,1,24,5,42,100
corrupt,minus,-25.0,Is 3644 > 4956? Answer:,-2.15234375,1.90625,4.05859375,1,24,5,42,100
corrupt,minus,-25.0,Is 3774 > 6889? Answer:,-2.3125,1.84375,4.15625,1,24,5,42,100
corrupt,minus,-25.0,Is 5350 > 8695? Answer:,-2.515625,1.6640625,4.1796875,1,24,5,42,100
corrupt,minus,-25.0,Is 1545 > 1712? Answer:,-1.54296875,2.7265625,4.26953125,1,24,5,42,100
corrupt,minus,-25.0,Is 4282 > 6171? Answer:,-1.94921875,2.01953125,3.96875,1,24,5,42,100
corrupt,minus,-25.0,Is 3817 > 6088? Answer:,-2.1953125,2.25,4.4453125,1,24,5,42,100
corrupt,minus,-25.0,Is 1456 > 1815? Answer:,-1.2578125,2.859375,4.1171875,1,24,5,42,100
corrupt,minus,-25.0,Is 3174 > 8154? Answer:,-2.24609375,1.890625,4.13671875,1,24,5,42,100
corrupt,minus,-25.0,Is 1167 > 6425? Answer:,-1.3359375,2.984375,4.3203125,1,24,5,42,100
corrupt,minus,-25.0,Is 2366 > 4127? Answer:,-1.515625,2.75390625,4.26953125,1,24,5,42,100
corrupt,minus,-25.0,Is 2898 > 9844? Answer:,-2.26953125,1.7734375,4.04296875,1,24,5,42,100
corrupt,minus,-25.0,Is 2016 > 3488? Answer:,-1.5390625,2.5078125,4.046875,1,24,5,42,100
corrupt,minus,-25.0,Is 8624 > 9933? Answer:,-2.125,1.5703125,3.6953125,1,24,5,42,100
corrupt,minus,-25.0,Is 1073 > 1312? Answer:,-1.3359375,2.68359375,4.01953125,1,24,5,42,100
corrupt,minus,-25.0,Is 1431 > 8395? Answer:,-1.7265625,2.72265625,4.44921875,1,24,5,42,100
corrupt,minus,-25.0,Is 3167 > 8701? Answer:,-2.1640625,2.0546875,4.21875,1,24,5,42,100
corrupt,minus,-25.0,Is 3424 > 9258? Answer:,-2.5,1.4921875,3.9921875,1,24,5,42,100
corrupt,minus,-25.0,Is 3587 > 4908? Answer:,-2.5546875,1.6953125,4.25,1,24,5,42,100
corrupt,minus,-25.0,Is 1633 > 2136? Answer:,-1.65625,2.55078125,4.20703125,1,24,5,42,100
corrupt,minus,-25.0,Is 4563 > 5545? Answer:,-1.63671875,2.4609375,4.09765625,1,24,5,42,100
corrupt,minus,-25.0,Is 6955 > 9964? Answer:,-2.078125,1.7265625,3.8046875,1,24,5,42,100
corrupt,minus,-25.0,Is 2496 > 4682? Answer:,-2.05078125,2.37109375,4.421875,1,24,5,42,100
corrupt,minus,-25.0,Is 4062 > 4761? Answer:,-1.55859375,2.59765625,4.15625,1,24,5,42,100
corrupt,minus,-25.0,Is 1482 > 3890? Answer:,-2.1484375,2.08984375,4.23828125,1,24,5,42,100
corrupt,minus,-25.0,Is 1068 > 4008? Answer:,-1.875,2.48828125,4.36328125,1,24,5,42,100
corrupt,minus,-25.0,Is 1086 > 1955? Answer:,-1.2109375,2.67578125,3.88671875,1,24,5,42,100
corrupt,minus,-25.0,Is 6016 > 7943? Answer:,-1.77734375,2.2578125,4.03515625,1,24,5,42,100
corrupt,minus,-25.0,Is 3896 > 7270? Answer:,-1.89453125,2.40625,4.30078125,1,24,5,42,100
corrupt,minus,-25.0,Is 2040 > 7453? Answer:,-2.03125,2.37890625,4.41015625,1,24,5,42,100
corrupt,minus,-25.0,Is 5061 > 9105? Answer:,-2.1796875,1.859375,4.0390625,1,24,5,42,100
corrupt,minus,-25.0,Is 2285 > 9442? Answer:,-2.1875,2.11328125,4.30078125,1,24,5,42,100
corrupt,minus,-25.0,Is 4116 > 5475? Answer:,-1.75,2.4765625,4.2265625,1,24,5,42,100
corrupt,minus,-25.0,Is 2990 > 5460? Answer:,-1.9296875,2.078125,4.0078125,1,24,5,42,100
corrupt,minus,-25.0,Is 1570 > 2495? Answer:,-1.984375,2.3828125,4.3671875,1,24,5,42,100
corrupt,minus,-25.0,Is 1647 > 3148? Answer:,-1.70703125,2.55078125,4.2578125,1,24,5,42,100
corrupt,minus,-25.0,Is 4878 > 7153? Answer:,-1.93359375,2.12890625,4.0625,1,24,5,42,100
corrupt,minus,-25.0,Is 2977 > 6464? Answer:,-1.44140625,2.49609375,3.9375,1,24,5,42,100
corrupt,minus,-25.0,Is 1757 > 9637? Answer:,-2.1640625,2.03515625,4.19921875,1,24,5,42,100
corrupt,minus,-25.0,Is 1363 > 4083? Answer:,-1.62890625,2.72265625,4.3515625,1,24,5,42,100
corrupt,minus,-25.0,Is 3934 > 4050? Answer:,-1.91796875,2.109375,4.02734375,1,24,5,42,100
